Spectrum Name:,
Description:,
Student ID:,
Detector Used:,
Comments:,
Acquisition Mode:,PHA
High Voltage:,550
Conversion Gain:,1024
Coarse Gain:,4
Fine Gain:,1.78
ULD:,102.300000%
LLD:,2.000000%
274,   613.94,99
275,   616.50,95
276,   619.06,122
277,   621.63,100
278,   624.19,122
279,   626.76,101
280,   629.32,110
281,   631.89,109
282,   634.45,105
283,   637.02,119
284,   639.58,113
285,   642.15,114
286,   644.71,100
287,   647.27,108
288,   649.84,116
289,   652.40,101
290,   654.97,119
291,   657.53,109
292,   660.10,112
293,   662.66,109
294,   665.23,96
295,   667.79,101
296,   670.35,96
297,   672.92,94
298,   675.48,123
299,   678.05,122
300,   680.61,120
301,   683.18,121
302,   685.74,98
303,   688.31,115
304,   690.87,121
305,   693.44,105
306,   696.00,104
307,   698.56,124
308,   701.13,125
309,   703.69,114
310,   706.26,96
311,   708.82,101
312,   711.39,124
313,   713.95,109
314,   716.52,122
315,   719.08,117
316,   721.65,128
317,   724.21,124
318,   726.77,123
319,   729.34,137
320,   731.90,93
321,   734.47,104
322,   737.03,117
323,   739.60,120
324,   742.16,115
325,   744.73,121
326,   747.29,115
327,   749.85,129
328,   752.42,113
329,   754.98,105
330,   757.55,106
331,   760.11,122
332,   762.68,105
333,   765.24,107
334,   767.81,112
335,   770.37,108
336,   772.94,115
337,   775.50,113
338,   778.06,134
339,   780.63,136
340,   783.19,127
341,   785.76,135
342,   788.32,122
343,   790.89,130
344,   793.45,143
345,   796.02,145
346,   798.58,130
347,   801.15,115
348,   803.71,129
349,   806.27,138
350,   808.84,124
351,   811.40,140
352,   813.97,141
353,   816.53,123
354,   819.10,128
355,   821.66,127
356,   824.23,125
357,   826.79,149
358,   829.35,130
359,   831.92,150
360,   834.48,129
361,   837.05,141
362,   839.61,138
363,   842.18,140
364,   844.74,134
365,   847.31,154
366,   849.87,152
367,   852.44,113
368,   855.00,148
369,   857.56,130
370,   860.13,123
371,   862.69,152
372,   865.26,130
373,   867.82,137
374,   870.39,154
375,   872.95,136
376,   875.52,132
377,   878.08,146
378,   880.65,132
379,   883.21,142
380,   885.77,131
381,   888.34,151
382,   890.90,131
383,   893.47,170
384,   896.03,148
385,   898.60,145
386,   901.16,137
387,   903.73,129
388,   906.29,130
389,   908.85,150
390,   911.42,127
391,   913.98,112
392,   916.55,141
393,   919.11,101
394,   921.68,140
395,   924.24,150
396,   926.81,136
397,   929.37,112
398,   931.94,149
399,   934.50,138
400,   937.06,130
401,   939.63,114
402,   942.19,115
403,   944.76,121
404,   947.32,115
405,   949.89,114
406,   952.45,96
407,   955.02,107
408,   957.58,112
409,   960.15,102
410,   962.71,111
411,   965.27,114
412,   967.84,102
413,   970.40,106
414,   972.97,99
415,   975.53,104
416,   978.10,100
417,   980.66,94
418,   983.23,108
419,   985.79,108
420,   988.35,116
421,   990.92,89
422,   993.48,105
423,   996.05,85
424,   998.61,85
425,  1001.18,83
426,  1003.74,78
427,  1006.31,117
428,  1008.87,79
429,  1011.44,109
430,  1014.00,75
431,  1016.56,79
432,  1019.13,91
433,  1021.69,87
434,  1024.26,85
435,  1026.82,77
436,  1029.39,89
437,  1031.95,83
438,  1034.52,104
439,  1037.08,83
440,  1039.65,93
441,  1042.21,82
442,  1044.77,91
443,  1047.34,81
444,  1049.90,92
445,  1052.47,81
446,  1055.03,88
447,  1057.60,96
448,  1060.16,75
449,  1062.73,104
450,  1065.29,71
451,  1067.85,81
452,  1070.42,83
453,  1072.98,92
454,  1075.55,74
455,  1078.11,95
456,  1080.68,87
457,  1083.24,98
458,  1085.81,103
459,  1088.37,117
460,  1090.94,111
461,  1093.50,118
462,  1096.06,90
463,  1098.63,103
464,  1101.19,107
465,  1103.76,125
466,  1106.32,119
467,  1108.89,136
468,  1111.45,120
469,  1114.02,121
470,  1116.58,144
471,  1119.15,169
472,  1121.71,169
473,  1124.27,188
474,  1126.84,177
475,  1129.40,182
476,  1131.97,210
477,  1134.53,197
478,  1137.10,207
479,  1139.66,235
480,  1142.23,218
481,  1144.79,244
482,  1147.35,234
483,  1149.92,212
484,  1152.48,227
485,  1155.05,188
486,  1157.61,200
487,  1160.18,227
488,  1162.74,218
489,  1165.31,193
490,  1167.87,207
491,  1170.44,211
492,  1173.00,201
493,  1175.56,186
494,  1178.13,163
495,  1180.69,170
496,  1183.26,162
497,  1185.82,145
498,  1188.39,137
499,  1190.95,153
500,  1193.52,120
501,  1196.08,103
502,  1198.65,110
503,  1201.21,108
504,  1203.77,108
505,  1206.34,77
506,  1208.90,80
507,  1211.47,70
508,  1214.03,75
509,  1216.60,72
510,  1219.16,74
511,  1221.73,58
512,  1224.29,56
513,  1226.85,64
514,  1229.42,34
515,  1231.98,44
516,  1234.55,57
517,  1237.11,65
518,  1239.68,51
519,  1242.24,49
520,  1244.81,64
521,  1247.37,46
522,  1249.94,65
523,  1252.50,71
524,  1255.06,82
525,  1257.63,68
526,  1260.19,87
527,  1262.76,86
528,  1265.32,92
529,  1267.89,81
530,  1270.45,114
531,  1273.02,115
532,  1275.58,118
533,  1278.15,123
534,  1280.71,154
535,  1283.27,119
536,  1285.84,154
537,  1288.40,137
538,  1290.97,143
539,  1293.53,169
540,  1296.10,145
541,  1298.66,169
542,  1301.23,188
543,  1303.79,179
544,  1306.35,160
545,  1308.92,179
546,  1311.48,190
547,  1314.05,165
548,  1316.61,200
549,  1319.18,177
550,  1321.74,168
551,  1324.31,159
552,  1326.87,145
553,  1329.44,168
554,  1332.00,151
555,  1334.56,124
556,  1337.13,141
557,  1339.69,135
558,  1342.26,127
559,  1344.82,99
560,  1347.39,91
561,  1349.95,90
562,  1352.52,96
563,  1355.08,60
564,  1357.65,87
565,  1360.21,54
566,  1362.77,57
567,  1365.34,51
568,  1367.90,49
569,  1370.47,39
570,  1373.03,43
571,  1375.60,42
572,  1378.16,34
573,  1380.73,31
574,  1383.29,33
575,  1385.85,29
576,  1388.42,24
577,  1390.98,23
578,  1393.55,18
579,  1396.11,18
580,  1398.68,18
581,  1401.24,14
582,  1403.81,14
583,  1406.37,14
584,  1408.94,10
585,  1411.50,14
586,  1414.06,9
587,  1416.63,12
588,  1419.19,7
589,  1421.76,12
590,  1424.32,7
591,  1426.89,5
592,  1429.45,12
593,  1432.02,6
594,  1434.58,8
595,  1437.15,7
596,  1439.71,4
597,  1442.27,5
598,  1444.84,5
599,  1447.40,8
600,  1449.97,4
601,  1452.53,8
602,  1455.10,2
603,  1457.66,6
604,  1460.23,8
605,  1462.79,7
606,  1465.35,3
607,  1467.92,6
608,  1470.48,1
609,  1473.05,3
610,  1475.61,3
611,  1478.18,3
612,  1480.74,3
613,  1483.31,5
614,  1485.87,3
615,  1488.44,5
616,  1491.00,3
617,  1493.56,6
618,  1496.13,1
619,  1498.69,0
620,  1501.26,8
621,  1503.82,6
622,  1506.39,2
623,  1508.95,4
624,  1511.52,5
625,  1514.08,4
626,  1516.65,3
627,  1519.21,4
628,  1521.77,6
629,  1524.34,3
630,  1526.90,1
631,  1529.47,3
632,  1532.03,1
633,  1534.60,5
634,  1537.16,4
635,  1539.73,3
636,  1542.29,3
637,  1544.85,1
638,  1547.42,2
639,  1549.98,4
640,  1552.55,3
641,  1555.11,1
642,  1557.68,5
643,  1560.24,3
644,  1562.81,5
645,  1565.37,1
646,  1567.94,2
647,  1570.50,2
648,  1573.06,3
649,  1575.63,2
650,  1578.19,4
651,  1580.76,3
652,  1583.32,1
653,  1585.89,0
654,  1588.45,4
655,  1591.02,3
656,  1593.58,3
657,  1596.15,3
658,  1598.71,3
659,  1601.27,2
660,  1603.84,5
661,  1606.40,7
662,  1608.97,2
663,  1611.53,3
664,  1614.10,3
665,  1616.66,2
666,  1619.23,2
667,  1621.79,3
668,  1624.35,1
669,  1626.92,2
670,  1629.48,4
671,  1632.05,2
672,  1634.61,5
673,  1637.18,2
674,  1639.74,9
675,  1642.31,4
676,  1644.87,4
677,  1647.44,5
678,  1650.00,0
679,  1652.56,2
680,  1655.13,0
681,  1657.69,8
682,  1660.26,2
683,  1662.82,4
684,  1665.39,1
685,  1667.95,3
686,  1670.52,3
687,  1673.08,1
688,  1675.65,2
689,  1678.21,3
690,  1680.77,5
691,  1683.34,2
692,  1685.90,1
693,  1688.47,0
694,  1691.03,3
695,  1693.60,3
696,  1696.16,6
697,  1698.73,5
698,  1701.29,3
699,  1703.85,2
700,  1706.42,1
701,  1708.98,4
702,  1711.55,4
703,  1714.11,4
704,  1716.68,3
705,  1719.24,0
706,  1721.81,5
707,  1724.37,2
708,  1726.94,2
709,  1729.50,4
710,  1732.06,3
711,  1734.63,4
712,  1737.19,5
713,  1739.76,3
714,  1742.32,1
715,  1744.89,3
716,  1747.45,3
717,  1750.02,4
718,  1752.58,1
719,  1755.15,2
720,  1757.71,2
721,  1760.27,3
722,  1762.84,9
723,  1765.40,1
724,  1767.97,1
725,  1770.53,1
726,  1773.10,4
727,  1775.66,2
728,  1778.23,3
729,  1780.79,1
730,  1783.35,2
731,  1785.92,3
732,  1788.48,4
733,  1791.05,4
734,  1793.61,0
735,  1796.18,0
736,  1798.74,4
737,  1801.31,3
738,  1803.87,1
739,  1806.44,4
740,  1809.00,1
741,  1811.56,3
742,  1814.13,5
743,  1816.69,1
744,  1819.26,1
745,  1821.82,0
746,  1824.39,2
747,  1826.95,1
748,  1829.52,3
749,  1832.08,4
750,  1834.65,3
751,  1837.21,2
752,  1839.77,3
753,  1842.34,5
754,  1844.90,2
755,  1847.47,1
756,  1850.03,1
757,  1852.60,3
758,  1855.16,2
759,  1857.73,3
760,  1860.29,2
761,  1862.85,2
762,  1865.42,2
763,  1867.98,7
764,  1870.55,1
765,  1873.11,2
766,  1875.68,4
767,  1878.24,3
768,  1880.81,0
769,  1883.37,2
770,  1885.94,4
771,  1888.50,4
772,  1891.06,3
773,  1893.63,3
774,  1896.19,0
775,  1898.76,1
776,  1901.32,3
777,  1903.89,2
778,  1906.45,1
779,  1909.02,0
780,  1911.58,1
781,  1914.15,4
782,  1916.71,3
783,  1919.27,0
784,  1921.84,0
785,  1924.40,5
786,  1926.97,0
787,  1929.53,3
788,  1932.10,3
789,  1934.66,5
790,  1937.23,2
791,  1939.79,0
792,  1942.35,3
793,  1944.92,1
794,  1947.48,4
795,  1950.05,2
796,  1952.61,0
797,  1955.18,1
798,  1957.74,3
799,  1960.31,4
800,  1962.87,2
801,  1965.44,4
802,  1968.00,0
803,  1970.56,2
804,  1973.13,1
805,  1975.69,3
806,  1978.26,1
807,  1980.82,3
808,  1983.39,1
809,  1985.95,1
810,  1988.52,0
811,  1991.08,5
812,  1993.65,1
813,  1996.21,1
814,  1998.77,1
815,  2001.34,1
816,  2003.90,3
817,  2006.47,2
818,  2009.03,3
819,  2011.60,2
820,  2014.16,2
821,  2016.73,3
822,  2019.29,0
823,  2021.85,2
824,  2024.42,3
825,  2026.98,3
826,  2029.55,3
827,  2032.11,3
828,  2034.68,5
829,  2037.24,1
830,  2039.81,6
831,  2042.37,2
832,  2044.94,2
833,  2047.50,0
834,  2050.06,2
835,  2052.63,2
836,  2055.19,3
837,  2057.76,2
838,  2060.32,3
839,  2062.89,4
840,  2065.45,3
841,  2068.02,1
842,  2070.58,0
843,  2073.15,3
844,  2075.71,3
845,  2078.27,4
846,  2080.84,0
847,  2083.40,1
848,  2085.97,2
849,  2088.53,1
850,  2091.10,1
851,  2093.66,1
852,  2096.23,2
853,  2098.79,1
854,  2101.35,1
855,  2103.92,1
856,  2106.48,1
857,  2109.05,3
858,  2111.61,0
859,  2114.18,2
860,  2116.74,2
861,  2119.31,1
862,  2121.87,5
863,  2124.44,0
864,  2127.00,1
865,  2129.56,2
866,  2132.13,3
867,  2134.69,6
868,  2137.26,2
869,  2139.82,0
870,  2142.39,1
871,  2144.95,2
872,  2147.52,2
873,  2150.08,2
874,  2152.65,2
875,  2155.21,0
876,  2157.77,3
877,  2160.34,1
878,  2162.90,1
879,  2165.47,2
880,  2168.03,0
881,  2170.60,3
882,  2173.16,1
883,  2175.73,3
884,  2178.29,0
885,  2180.85,2
886,  2183.42,6
887,  2185.98,2
888,  2188.55,5
889,  2191.11,1
890,  2193.68,2
891,  2196.24,3
892,  2198.81,3
893,  2201.37,3
894,  2203.94,1
895,  2206.50,1
896,  2209.06,2
897,  2211.63,1
898,  2214.19,1
899,  2216.76,0
900,  2219.32,2
901,  2221.89,0
902,  2224.45,0
903,  2227.02,0
904,  2229.58,2
905,  2232.15,0
906,  2234.71,1
907,  2237.27,2
908,  2239.84,2
909,  2242.40,0
910,  2244.97,1
911,  2247.53,2
912,  2250.10,1
913,  2252.66,2
914,  2255.23,0
915,  2257.79,0
916,  2260.35,2
917,  2262.92,0
918,  2265.48,1
919,  2268.05,0
920,  2270.61,0
921,  2273.18,0
922,  2275.74,2
923,  2278.31,0
924,  2280.87,1
925,  2283.44,0
926,  2286.00,2
927,  2288.56,0
928,  2291.13,2
929,  2293.69,0
930,  2296.26,0
931,  2298.82,2
932,  2301.39,0
933,  2303.95,1
934,  2306.52,0
935,  2309.08,0
936,  2311.65,1
937,  2314.21,0
938,  2316.77,1
939,  2319.34,0
940,  2321.90,1
941,  2324.47,0
942,  2327.03,1
943,  2329.60,0
944,  2332.16,1
945,  2334.73,0
946,  2337.29,0
947,  2339.85,0
948,  2342.42,1
949,  2344.98,0
950,  2347.55,2
951,  2350.11,0
952,  2352.68,0
953,  2355.24,0
954,  2357.81,0
955,  2360.37,4
956,  2362.94,1
957,  2365.50,0
958,  2368.06,0
959,  2370.63,2
960,  2373.19,3
961,  2375.76,2
962,  2378.32,0
963,  2380.89,3
964,  2383.45,1
965,  2386.02,1
966,  2388.58,5
967,  2391.15,3
968,  2393.71,1
969,  2396.27,1
970,  2398.84,1
971,  2401.40,2
972,  2403.97,1
973,  2406.53,1
974,  2409.10,1
975,  2411.66,0
976,  2414.23,0
977,  2416.79,2
978,  2419.35,4
979,  2421.92,0
980,  2424.48,0
981,  2427.05,2
982,  2429.61,0
983,  2432.18,2
984,  2434.74,1
985,  2437.31,1
986,  2439.87,4
987,  2442.44,2
988,  2445.00,1
989,  2447.56,2
990,  2450.13,2
991,  2452.69,2
992,  2455.26,1
993,  2457.82,1
994,  2460.39,0
995,  2462.95,0
996,  2465.52,0
997,  2468.08,2
998,  2470.65,0
999,  2473.21,1
1000,  2475.77,1
1001,  2478.34,0
1002,  2480.90,1
1003,  2483.47,1
1004,  2486.03,2
1005,  2488.60,0
1006,  2491.16,0
1007,  2493.73,0
1008,  2496.29,0
1009,  2498.85,0
1010,  2501.42,0
1011,  2503.98,0
1012,  2506.55,1
1013,  2509.11,1
1014,  2511.68,0
1015,  2514.24,0
1016,  2516.81,0
1017,  2519.37,1
1018,  2521.94,0
1019,  2524.50,0
1020,  2527.06,0
1021,  2529.63,0
1022,  2532.19,0
1023,  2534.76,0
